Name,Pos,team,$,YDiff,Diff,FPs,Avg,#Own,FP/$,#Gm,#HG,#AG,ARnk,Wed 01/13,Thu 01/14,Fri 01/15,Sat 01/16,Sun 01/17,Mon 01/18,Gp,G,A,P,+/-,Pim,Sht,H,Blk,Gwg,Otg,Ppg,Shg,Toi,PPToi,Ga,Sv%,Sv,Win,Loss,Otl,So
T Thompson,C,BUF,5.20,0.00,3.16,2435,34.3,5,6.6,3,2,1,10,,WSH,WSH,,,@PHI,71,29,27,56,-1,43,246,73,29,3,0,9,2,18:07,01:52,0,0,0,0,30,0,0
U Luukkonen,G,BUF,5.04,0.00,3.87,2425,44.9,26,8.9,3,2,1,10,,WSH,WSH,,,@PHI,54,0,1,1,0,2,0,0,0,0,0,0,0,57:04,00:00,132,91.0,1337,27,23,4,5
T Stuetzle,W,OTT,6.09,0.00,3.52,2424,32.3,14,5.3,2,2,0,13,,,TOR,TOR,,,75,18,52,70,-17,28,192,87,41,2,2,1,0,21:07,02:25,0,0,0,0,38,0,0
M Matheson,D,MTL,3.34,0.00,0.60,2423,29.5,8,8.8,3,0,3,10,@TOR,,,@EDM,,@EDM,82,11,51,62,-24,58,187,44,186,0,0,5,2,25:33,02:35,0,0,0,0,36,0,0
D Joshua,C,VAN,1.17,0.00,0.44,2414,31.8,17,27.1,4,0,4,13,@EDM,@EDM,,@CAL,,@CAL,76,22,18,40,21,70,92,288,52,6,0,1,0,14:38,00:09,0,0,0,0,21,0,0
N Hanifin,D,VGK,3.14,0.00,1.13,2408,27.7,31,8.8,3,3,0,15,,ANA,,ANA,,ARI,87,15,37,52,17,24,176,58,134,4,0,5,0,23:37,01:05,0,0,0,0,35,0,0
K Palmieri,C,NYI,2.15,0.00,-1.10,2406,27.7,3,12.9,3,1,2,19,,@NYR,,@NYR,,BOS,87,31,26,57,-17,38,234,83,54,8,1,10,0,17:22,01:38,0,0,0,0,31,0,0
E Karlsson,D,PIT,5.23,0.00,3.17,2397,29.2,12,5.6,3,1,2,15,@PHI,,@PHI,,WSH,,82,11,45,56,4,44,213,38,99,4,2,2,0,24:16,02:29,0,0,0,0,32,0,0
C Lindgren,G,WSH,3.96,0.00,3.46,2396,44.4,21,11.2,3,0,3,6,,@BUF,@BUF,,@PIT,,54,0,0,0,0,0,0,0,0,0,0,0,0,57:10,00:00,141,90.8,1393,25,22,7,6
I Barbashev,C,VGK,2.31,0.00,0.10,2394,26.9,3,11.6,3,3,0,15,,ANA,,ANA,,ARI,89,19,30,49,18,42,130,198,51,3,0,3,0,16:01,01:07,0,0,0,0,32,0,0
O Tippett,W,PHI,3.17,0.00,0.50,2389,30.6,5,9.7,3,3,0,10,PIT,,PIT,,,BUF,78,28,25,53,-5,12,290,127,47,4,1,5,0,16:35,01:44,0,0,0,0,29,0,0
D Strome,C,WSH,2.54,0.00,0.78,2386,27.7,2,10.9,3,0,3,6,,@BUF,@BUF,,@PIT,,86,28,41,69,-14,22,178,17,65,5,3,7,0,18:04,01:52,0,0,0,0,35,0,0
T Wilson,W,WSH,2.98,0.00,-2.09,2375,30.4,4,10.2,3,0,3,6,,@BUF,@BUF,,@PIT,,78,19,19,38,-18,149,179,220,85,3,0,6,2,18:09,01:29,0,0,0,0,31,0,0
C Mittelstadt,C,COL,2.55,0.00,0.30,2373,26.1,5,10.2,2,2,0,11,STL,,STL,,,,91,21,45,66,10,34,151,37,40,1,0,3,0,17:41,01:35,0,0,0,0,38,0,0
N Hischier,C,NJD,5.42,0.00,3.17,2370,33.4,10,6.2,2,2,0,2,,BOS,,BOS,,,71,27,40,67,-5,12,182,40,45,4,0,6,1,19:29,01:58,0,0,0,0,32,0,0
E Lindholm,C,VAN,3.32,0.00,-1.16,2358,26.8,8,8.1,4,0,4,13,@EDM,@EDM,,@CAL,,@CAL,88,20,34,54,-9,29,198,113,82,6,1,8,1,19:37,02:09,0,0,0,0,35,0,0
C Garland,W,VAN,2.33,0.00,-1.43,2347,24.7,33,10.6,4,0,4,13,@EDM,@EDM,,@CAL,,@CAL,95,23,29,52,19,37,224,55,49,4,0,1,0,14:37,00:49,0,0,0,0,28,0,0
J McCann,W,SEA,3.61,0.00,-0.90,2340,29.3,1,8.1,0,0,0,0,,,,,,,80,29,33,62,-10,31,216,41,29,3,1,9,2,16:46,01:30,0,0,0,0,35,0,0
B Montour,D,FLA,4.13,0.00,1.59,2327,25.9,90,6.3,1,1,0,26,,,,,CHI,,90,11,33,44,2,58,216,138,105,3,0,2,1,23:14,01:35,0,0,0,0,25,0,0
T Teravainen,W,CAR,3.72,0.00,-0.48,2320,26.7,15,7.2,3,0,3,22,,@DET,,@DET,,@NSH,87,27,32,59,15,10,160,16,34,4,0,10,1,16:37,01:33,0,0,0,0,25,0,0
S Monahan,C,WPG,2.87,0.00,-0.08,2319,26.4,14,9.2,2,1,1,15,,CAL,,,,@TOR,88,26,34,60,-2,12,184,28,52,5,0,9,2,18:07,02:10,0,0,0,0,37,0,0
J DeBrusk,W,BOS,2.64,0.00,0.20,2318,24.9,10,9.4,3,0,3,25,,@NJD,,@NJD,,@NYI,93,24,27,51,-1,20,209,145,65,3,1,5,2,17:00,00:55,0,0,0,0,26,0,0
J Manson,D,COL,1.78,0.00,-0.69,2305,26.5,10,14.9,2,2,0,11,STL,,STL,,,,87,10,22,32,18,99,148,225,131,0,0,0,1,18:07,00:02,0,0,0,0,29,0,0
T Toffoli,W,WPG,3.95,0.00,-1.58,2290,27.3,8,6.9,2,1,1,15,,CAL,,,,@TOR,84,35,22,57,-8,14,237,72,15,4,1,11,0,16:47,02:04,0,0,0,0,38,0,0
W Foegele,W,EDM,2.26,0.00,-0.41,2286,22.0,115,9.7,4,4,0,13,VAN,VAN,,MTL,,MTL,104,23,26,49,-4,72,237,117,46,2,0,1,1,13:34,00:18,0,0,0,0,36,0,0
L Thompson,G,VGK,6.06,0.00,5.56,2282,45.6,12,7.5,3,3,0,15,,ANA,,ANA,,ARI,50,0,3,3,0,0,0,0,0,0,0,0,0,58:01,00:00,129,90.9,1296,27,15,6,1
M Domi,C,TOR,1.73,0.00,-0.58,2274,26.1,6,15.1,4,2,2,24,MTL,,@OTT,@OTT,,WPG,87,10,41,51,11,124,154,52,30,1,0,1,0,14:02,00:40,0,0,0,0,27,0,0
B Rust,W,PIT,3.51,0.00,-1.28,2268,36.6,12,10.4,3,1,2,15,@PHI,,@PHI,,WSH,,62,28,28,56,10,20,196,41,52,3,1,3,1,19:35,01:26,0,0,0,0,23,0,0
J Trouba,D,NYR,2.57,0.00,-0.37,2262,26.6,4,10.4,2,2,0,18,,NYI,,NYI,,,85,4,25,29,-4,95,147,234,255,0,0,0,1,21:12,00:12,0,0,0,0,26,0,0
A Vasilevskiy,G,TBL,6.96,0.00,-3.94,2255,39.6,15,5.7,2,2,0,26,CHI,,CHI,,,,57,0,2,2,0,0,0,0,0,0,0,0,0,58:58,00:00,164,90.0,1470,31,23,3,2
B Burns,D,CAR,4.02,0.00,1.12,2250,24.2,4,6.0,3,0,3,22,,@DET,,@DET,,@NSH,93,11,36,47,23,22,209,39,104,0,0,4,1,21:39,01:32,0,0,0,0,25,0,0
M Zuccarello,W,MIN,3.93,0.00,-0.21,2243,32.5,4,8.3,3,0,3,22,,@LAK,,@LAK,,@ANA,69,12,51,63,-5,30,173,24,52,1,0,5,0,18:54,02:39,0,0,0,0,27,0,0
O Ekman-Larsson,D,FLA,2.50,0.00,0.23,2233,21.5,49,8.6,1,1,0,26,,,,,CHI,,104,11,27,38,11,100,150,160,89,3,1,1,0,17:43,01:15,0,0,0,0,30,0,0
T Bertuzzi,W,TOR,3.25,0.00,-0.20,2233,25.7,13,7.9,4,2,2,24,MTL,,@OTT,@OTT,,WPG,87,22,25,47,4,59,181,116,56,2,0,5,0,16:15,00:48,0,0,0,0,29,0,0
M Seider,D,DET,3.96,0.00,3.46,2233,27.2,21,6.9,3,3,0,11,,CAR,,CAR,,CBJ,82,9,33,42,-7,51,135,187,213,0,0,3,0,22:22,01:44,0,0,0,0,32,0,0
Z Werenski,D,CBJ,2.92,0.00,0.30,2232,31.9,16,10.9,3,0,3,16,,@NSH,,@NSH,,@DET,70,11,46,57,0,22,202,20,131,0,0,2,0,24:27,01:45,0,0,0,0,37,0,0
C Ingram,G,ARI,4.36,0.00,3.86,2210,44.2,13,10.1,3,2,1,18,,SJS,,SJS,,@VGK,50,0,3,3,0,0,0,0,0,0,0,0,0,56:04,00:00,136,90.7,1325,23,23,3,6
J Drouin,W,COL,2.89,0.00,0.52,2205,26.9,43,9.3,2,2,0,11,STL,,STL,,,,82,19,40,59,11,30,131,43,36,2,1,5,0,18:24,02:26,0,0,0,0,25,0,0
A Lee,W,NYI,2.41,0.00,-1.97,2201,25.6,3,10.6,3,1,2,19,,@NYR,,@NYR,,BOS,86,21,20,41,-2,74,199,170,68,2,0,6,0,15:36,00:59,0,0,0,0,31,0,0
C Giroux,W,OTT,3.86,0.00,0.41,2185,26.6,4,6.9,2,2,0,13,,,TOR,TOR,,,82,21,43,64,-14,26,183,35,33,2,1,3,2,20:06,01:58,0,0,0,0,41,0,0
N Bjugstad,C,ARI,2.09,0.00,-0.84,2183,28.7,3,13.7,3,2,1,18,,SJS,,SJS,,@VGK,76,22,23,45,11,59,165,110,53,2,1,2,1,17:27,01:18,0,0,0,0,38,0,0
D DeMelo,D,WPG,2.59,0.00,0.56,2170,24.9,13,9.6,2,1,1,15,,CAL,,,,@TOR,87,3,29,32,45,38,88,173,142,0,0,0,0,21:46,00:03,0,0,0,0,28,0,0
N Pionk,D,WPG,2.53,0.00,-1.72,2155,24.8,5,9.8,2,1,1,15,,CAL,,,,@TOR,87,5,29,34,7,67,151,221,130,1,0,1,0,20:54,01:14,0,0,0,0,28,0,0
J Daccord,G,SEA,3.10,0.00,1.77,2153,43.1,33,13.9,0,0,0,0,,,,,,,50,0,0,0,0,0,0,0,0,0,0,0,0,56:39,00:00,116,91.6,1259,19,20,11,3
M Stone,W,VGK,5.45,0.00,-0.98,2144,34.0,9,6.2,3,3,0,15,,ANA,,ANA,,ARI,63,19,37,56,-1,24,127,45,44,5,1,6,2,19:18,03:16,0,0,0,0,21,0,0
R Hartman,W,MIN,2.91,0.00,0.04,2137,28.9,5,9.9,3,0,3,22,,@LAK,,@LAK,,@ANA,74,21,24,45,4,72,173,64,71,3,0,5,0,16:31,01:16,0,0,0,0,31,0,0
P Danault,C,LAK,1.77,0.00,-1.38,2125,25.6,4,14.5,2,2,0,29,,MIN,,MIN,,,83,17,31,48,12,22,168,75,69,2,0,3,0,17:59,01:20,0,0,0,0,29,0,0
B McNabb,D,VGK,2.67,0.00,-0.14,2114,23.8,5,8.9,3,3,0,15,,ANA,,ANA,,ARI,89,6,25,31,23,37,100,155,234,1,0,0,0,19:30,00:02,0,0,0,0,32,0,0
J Peterka,W,BUF,2.80,0.00,2.30,2104,25.7,21,9.2,3,2,1,10,,WSH,WSH,,,@PHI,82,28,22,50,10,28,226,26,18,5,0,3,0,16:24,01:17,0,0,0,0,37,0,0
J Slavin,D,CAR,2.83,0.00,-0.50,2098,22.8,8,8.1,3,0,3,22,,@DET,,@DET,,@NSH,92,7,33,40,26,10,174,58,142,1,0,0,2,21:10,00:14,0,0,0,0,24,0,0
M Geekie,C,BOS,1.07,0.00,-0.43,2092,23.5,3,22.0,3,0,3,25,,@NJD,,@NJD,,@NYI,89,21,23,44,6,34,150,156,59,1,0,5,0,15:35,01:02,0,0,0,0,26,0,0
R Colton,C,COL,1.43,0.00,-1.74,2090,23.0,1,16.1,2,2,0,11,STL,,STL,,,,91,18,26,44,-6,63,160,163,65,2,0,3,0,13:38,01:03,0,0,0,0,29,0,0
J Slafkovsky,W,MTL,2.49,0.00,0.00,2089,25.5,19,10.2,3,0,3,10,@TOR,,,@EDM,,@EDM,82,20,30,50,-19,55,152,139,76,2,0,6,0,17:56,01:54,0,0,0,0,36,0,0
T Meier,W,NJD,4.15,0.00,1.02,2084,30.2,15,7.3,2,2,0,2,,BOS,,BOS,,,69,28,24,52,-28,45,206,102,49,4,1,10,0,17:36,01:14,0,0,0,0,34,0,0
A Lowry,C,WPG,1.51,0.00,-2.42,2082,24.2,3,16.0,2,1,1,15,,CAL,,,,@TOR,86,14,23,37,14,64,123,195,72,1,1,0,1,16:00,00:23,0,0,0,0,28,0,0
L Ullmark,G,BOS,8.25,0.00,3.00,2068,48.1,1,5.8,3,0,3,25,,@NJD,,@NJD,,@NYI,43,0,1,1,0,0,0,0,0,0,0,0,0,57:37,00:00,108,91.4,1144,22,13,7,2
J McCabe,D,TOR,2.46,0.00,0.89,2064,25.8,5,10.5,4,2,2,24,MTL,,@OTT,@OTT,,WPG,80,9,20,29,20,60,78,222,142,3,1,1,0,20:43,00:09,0,0,0,0,24,0,0
M Roy,D,LAK,1.88,0.00,0.09,2053,23.9,12,12.7,2,2,0,29,,MIN,,MIN,,,86,5,22,27,22,44,140,155,208,1,0,0,0,20:49,00:07,0,0,0,0,31,0,0
N Schmaltz,C,ARI,1.96,0.00,-0.98,2031,25.7,2,13.1,3,2,1,18,,SJS,,SJS,,@VGK,79,22,39,61,-16,10,158,15,45,3,1,10,1,19:11,02:13,0,0,0,0,40,0,0
O Bjorkstrand,W,SEA,2.34,0.00,-1.12,2016,24.6,4,10.5,0,0,0,0,,,,,,,82,20,39,59,-20,12,185,59,31,3,0,8,0,16:11,01:32,0,0,0,0,35,0,0
S Noesen,W,CAR,1.64,0.00,1.14,2009,21.8,7,13.3,3,0,3,22,,@DET,,@DET,,@NSH,92,18,23,41,14,54,121,126,34,4,0,4,0,11:34,00:57,0,0,0,0,25,0,0
D Cozens,C,BUF,1.91,0.00,0.53,2008,25.4,7,13.3,3,2,1,10,,WSH,WSH,,,@PHI,79,18,29,47,-4,42,200,93,28,1,1,2,3,17:14,01:25,0,0,0,0,37,0,0
K Miller,D,NYR,1.84,0.00,-0.37,2004,20.9,4,11.3,2,2,0,18,,NYI,,NYI,,,96,9,25,34,7,57,109,155,140,4,1,0,1,21:29,00:16,0,0,0,0,27,0,0
T Myers,D,VAN,2.47,0.00,0.02,2003,22.5,19,9.1,4,0,4,13,@EDM,@EDM,,@CAL,,@CAL,89,5,25,30,17,83,100,135,162,0,0,0,2,19:01,00:09,0,0,0,0,27,0,0
B Schenn,C,STL,1.30,0.00,-2.60,2002,24.4,0,18.8,3,1,2,9,@COL,,@COL,,,SJS,82,20,26,46,-22,56,170,151,51,3,2,4,1,17:47,01:46,0,0,0,0,33,0,0
N Zadorov,D,VAN,0.99,0.00,-1.17,1999,22.7,14,22.9,4,0,4,13,@EDM,@EDM,,@CAL,,@CAL,88,10,18,28,3,151,111,200,87,1,0,0,0,17:51,00:05,0,0,0,0,29,0,0
B Faber,D,MIN,2.47,0.00,1.97,1998,24.4,42,9.9,3,0,3,22,,@LAK,,@LAK,,@ANA,82,8,39,47,-1,26,136,58,151,1,0,3,0,24:58,01:30,0,0,0,0,33,0,0
N Mikkola,D,FLA,1.58,0.00,0.48,1978,18.7,54,11.8,1,1,0,26,,,,,CHI,,106,5,16,21,16,91,116,238,156,0,0,0,0,19:43,00:02,0,0,0,0,30,0,0
P Dubois,W,LAK,2.46,0.00,-0.72,1976,22.7,4,9.2,2,2,0,29,,MIN,,MIN,,,87,17,24,41,-9,90,150,110,43,4,0,7,0,15:39,01:29,0,0,0,0,31,0,0
A Cirelli,C,TBL,1.49,0.00,-2.12,1974,23.5,2,15.8,2,2,0,26,CHI,,CHI,,,,84,20,27,47,-4,38,135,74,86,3,1,3,2,18:31,00:49,0,0,0,0,31,0,0
P Kochetkov,G,CAR,5.01,0.00,4.51,1974,45.9,5,9.2,3,0,3,22,,@DET,,@DET,,@NSH,43,0,0,0,0,0,0,0,0,0,0,0,0,56:34,00:00,95,91.0,962,23,13,5,4
L Crouse,W,ARI,2.31,0.00,0.12,1972,24.3,3,10.5,3,2,1,18,,SJS,,SJS,,@VGK,81,23,19,42,-7,36,171,157,59,2,0,7,0,16:49,01:10,0,0,0,0,40,0,0
B Dillon,D,WPG,1.94,0.00,-1.18,1971,24.6,5,12.7,2,1,1,15,,CAL,,,,@TOR,80,8,15,23,21,96,80,232,117,2,0,0,0,18:50,00:05,0,0,0,0,25,0,0
M Bunting,W,PIT,3.05,0.00,-0.19,1966,24.3,7,8.0,3,1,2,15,@PHI,,@PHI,,WSH,,81,19,36,55,-19,57,168,45,27,3,0,7,0,15:41,01:53,0,0,0,0,26,0,0
M Pettersson,D,PIT,2.35,0.00,0.49,1960,23.9,7,10.2,3,1,2,15,@PHI,,@PHI,,WSH,,82,4,26,30,28,44,106,113,160,1,1,0,0,22:40,00:09,0,0,0,0,32,0,0
J Markstrom,G,CAL,4.64,0.00,-0.44,1958,40.8,13,8.8,3,2,1,13,,@WPG,,VAN,,VAN,48,0,5,5,0,0,0,0,0,0,0,0,0,58:59,00:00,131,90.5,1249,23,23,2,2
M Knies,W,TOR,1.94,0.00,1.44,1958,22.5,12,11.6,4,2,2,24,MTL,,@OTT,@OTT,,WPG,87,17,21,38,8,47,130,176,45,4,1,0,0,13:47,00:21,0,0,0,0,29,0,0
S Durzi,D,ARI,3.10,0.00,2.60,1953,25.7,8,8.3,3,2,1,18,,SJS,,SJS,,@VGK,76,9,32,41,-1,63,142,40,160,1,0,3,0,22:43,02:12,0,0,0,0,38,0,0
D Perron,W,DET,1.80,0.00,-3.19,1940,25.5,3,14.2,3,3,0,11,,CAR,,CAR,,CBJ,76,17,30,47,-12,55,151,99,35,4,0,7,0,15:38,02:07,0,0,0,0,27,0,0
V Dunn,D,SEA,3.37,0.00,0.97,1940,32.9,1,9.8,0,0,0,0,,,,,,,59,11,35,46,8,78,120,34,64,0,0,4,0,23:05,02:22,0,0,0,0,20,0,0
N Hoglander,W,VAN,2.33,0.00,-0.14,1939,21.3,20,9.1,4,0,4,13,@EDM,@EDM,,@CAL,,@CAL,91,25,13,38,21,53,128,107,25,5,0,0,0,11:51,00:10,0,0,0,0,27,0,0
T Terry,W,ANA,2.96,0.00,1.04,1935,25.5,5,8.6,3,1,2,14,,@VGK,,@VGK,,MIN,76,20,34,54,-10,24,172,16,31,5,1,4,0,18:17,01:45,0,0,0,0,47,0,0
Y Sharangovich,C,CAL,1.34,0.00,-1.37,1924,23.5,6,17.5,3,2,1,13,,@WPG,,VAN,,VAN,82,31,28,59,-29,8,179,11,50,4,1,6,3,17:19,01:30,0,0,0,0,39,0,0
J Skinner,W,BUF,3.05,0.00,1.61,1914,25.9,5,8.5,3,2,1,10,,WSH,WSH,,,@PHI,74,24,22,46,-2,34,211,22,13,3,1,8,0,16:00,01:55,0,0,0,0,33,0,0
S Laughton,C,PHI,0.98,0.00,-2.31,1910,23.3,2,23.8,3,3,0,10,PIT,,PIT,,,BUF,82,13,26,39,-9,69,167,139,58,2,0,1,2,15:39,00:48,0,0,0,0,33,0,0
A Lehkonen,W,COL,3.86,0.00,1.31,1907,34.1,12,8.8,2,2,0,11,STL,,STL,,,,56,22,23,45,9,18,137,69,38,2,1,9,0,19:12,01:22,0,0,0,0,19,0,0
A Ekblad,D,FLA,2.22,0.00,-1.77,1907,25.4,107,11.5,1,1,0,26,,,,,CHI,,75,5,19,24,30,66,131,143,108,1,0,1,0,21:24,00:50,0,0,0,0,21,0,0
M Granlund,C,SJS,1.56,0.00,-1.68,1902,27.6,1,17.7,3,0,3,13,,@ARI,,@ARI,,@STL,69,12,48,60,-23,32,134,52,57,1,1,1,0,20:58,01:41,0,0,0,0,47,0,0
E Lindell,D,DAL,1.71,0.00,-1.02,1902,18.8,9,11.0,0,0,0,0,,,,,,,101,8,23,31,19,16,137,91,209,0,0,0,0,21:17,00:02,0,0,0,0,28,0,0
E Luostarinen,C,FLA,0.52,0.00,-0.55,1901,17.9,7,34.5,1,1,0,26,,,,,CHI,,106,14,21,35,3,48,145,169,82,2,0,2,0,15:48,00:24,0,0,0,0,30,0,0
N Niederreiter,W,WPG,2.63,0.00,-1.63,1894,23.1,5,8.8,2,1,1,15,,CAL,,,,@TOR,82,18,18,36,7,38,179,117,49,3,0,3,0,14:53,01:16,0,0,0,0,28,0,0
J Sanderson,D,OTT,2.99,0.00,2.49,1893,24.0,8,8.0,2,2,0,13,,,TOR,TOR,,,79,10,28,38,8,23,158,43,141,3,1,3,0,23:13,01:51,0,0,0,0,40,0,0
S Walker,D,COL,2.00,0.00,-0.08,1891,20.6,11,10.3,2,2,0,11,STL,,STL,,,,92,10,19,29,6,56,166,130,143,1,0,0,2,19:06,00:23,0,0,0,0,32,0,0
J Farabee,W,PHI,2.52,0.00,-1.09,1888,23.0,8,9.1,3,3,0,10,PIT,,PIT,,,BUF,82,22,28,50,-13,37,182,57,57,2,1,2,0,16:11,01:25,0,0,0,0,33,0,0
T Sanheim,D,PHI,2.71,0.00,1.19,1884,23.3,9,8.6,3,3,0,10,PIT,,PIT,,,BUF,81,10,34,44,-20,48,146,84,150,3,0,0,1,23:48,01:22,0,0,0,0,33,0,0
N Paul,W,TBL,2.76,0.00,0.31,1879,21.6,7,7.8,2,2,0,26,CHI,,CHI,,,,87,26,22,48,-20,33,167,102,51,2,0,10,0,17:15,02:09,0,0,0,0,32,0,0
J Chychrun,D,OTT,3.11,0.00,-1.20,1876,22.9,5,7.4,2,2,0,13,,,TOR,TOR,,,82,14,27,41,-30,60,204,64,155,2,0,7,0,22:23,01:39,0,0,0,0,41,0,0
T Jarry,G,PIT,5.49,0.00,-1.65,1875,36.8,8,6.7,3,1,2,15,@PHI,,@PHI,,WSH,,51,1,0,1,0,0,0,0,0,0,0,0,0,53:44,00:00,133,90.3,1235,19,26,5,6
R Gudas,D,ANA,1.93,0.00,-1.67,1868,28.3,1,14.7,3,1,2,14,,@VGK,,@VGK,,MIN,66,6,12,18,14,128,88,205,154,0,0,0,0,19:30,00:03,0,0,0,0,39,0,0
C Stephenson,C,VGK,2.72,0.00,-1.95,1860,22.7,0,8.3,3,3,0,15,,ANA,,ANA,,ARI,82,16,36,52,-12,33,104,53,46,4,0,4,2,18:25,01:50,0,0,0,0,28,0,0
S Gostisbehere,D,DET,2.79,0.00,0.24,1860,23.0,4,8.2,3,3,0,11,,CAR,,CAR,,CBJ,81,10,46,56,-16,16,139,27,75,2,0,2,0,19:05,02:24,0,0,0,0,32,0,0
M MacCelli,W,ARI,2.86,0.00,2.36,1860,22.7,6,7.9,3,2,1,18,,SJS,,SJS,,@VGK,82,17,40,57,-4,8,149,23,21,2,1,2,0,16:14,01:22,0,0,0,0,41,0,0
R Andersson,D,CAL,2.71,0.00,0.47,1853,23.8,5,8.8,3,2,1,13,,@WPG,,VAN,,VAN,78,9,30,39,-11,47,159,34,188,3,1,0,1,23:50,01:46,0,0,0,0,35,0,0
D Heinen,W,BOS,1.55,0.00,-0.10,1849,22.5,12,14.5,3,0,3,25,,@NJD,,@NJD,,@NYI,82,17,20,37,16,28,129,90,51,4,0,1,1,14:33,00:05,0,0,0,0,23,0,0
J Lauzon,D,NSH,1.51,0.00,-1.03,1849,21.8,9,14.4,3,3,0,16,,CBJ,,CBJ,,CAR,85,6,9,15,-5,102,107,382,120,0,0,0,0,18:36,00:03,0,0,0,0,33,0,0
J Dickinson,C,CHI,0.75,0.00,-1.34,1844,22.5,3,30.0,3,0,3,14,@TBL,,@TBL,,@FLA,,82,22,13,35,4,43,126,133,76,4,0,2,0,16:34,00:29,0,0,0,0,53,0,0
C Bedard,C,CHI,4.01,0.00,0.00,1841,27.1,34,6.8,3,0,3,14,@TBL,,@TBL,,@FLA,,68,22,39,61,-44,28,206,53,27,2,1,4,0,19:47,02:09,0,0,0,0,43,0,0
M Pospisil,C,CAL,0.59,0.00,0.09,1833,29.1,1,49.3,3,2,1,13,,@WPG,,VAN,,VAN,63,8,16,24,14,109,117,225,31,1,0,0,0,12:43,00:13,0,0,0,0,25,0,0
E Tolvanen,W,SEA,2.64,0.00,-0.47,1827,22.6,6,8.5,0,0,0,0,,,,,,,81,16,25,41,-15,24,153,175,77,3,0,1,0,15:39,01:29,0,0,0,0,34,0,0
C Parayko,D,STL,2.06,0.00,-0.41,1818,22.2,10,10.8,3,1,2,9,@COL,,@COL,,,SJS,82,10,16,26,4,23,154,105,218,4,1,0,1,23:52,00:21,0,0,0,0,33,0,0
C Sissons,C,NSH,1.05,0.00,-1.18,1818,20.9,3,19.9,3,3,0,16,,CBJ,,CBJ,,CAR,87,16,20,36,-4,44,141,138,69,2,0,3,3,16:36,01:26,0,0,0,0,33,0,0
A Romanov,D,NYI,1.68,0.00,-0.26,1809,21.0,10,12.5,3,1,2,19,,@NYR,,@NYR,,BOS,86,7,16,23,25,20,123,153,186,0,0,0,0,20:56,00:02,0,0,0,0,30,0,0
J Riemsdyk,W,BOS,2.38,0.00,-1.47,1801,22.0,11,9.2,3,0,3,25,,@NJD,,@NJD,,@NYI,82,12,31,43,6,20,158,55,30,3,0,6,0,13:16,01:43,0,0,0,0,22,0,0
M Appleton,C,WPG,0.59,0.00,-2.50,1800,20.7,3,35.1,2,1,1,15,,CAL,,,,@TOR,87,14,24,38,12,32,129,101,47,2,0,2,1,15:56,00:03,0,0,0,0,28,0,0
K Sherwood,W,NSH,0.90,0.00,-0.87,1798,24.3,12,27.0,3,3,0,16,,CBJ,,CBJ,,CAR,74,11,17,28,15,41,112,247,26,2,0,0,0,12:09,00:14,0,0,0,0,27,0,0
A Lyon,G,DET,4.54,0.00,3.10,1791,40.7,3,9.0,3,3,0,11,,CAR,,CAR,,CBJ,44,0,1,1,0,0,0,0,0,0,0,0,0,56:48,00:00,127,90.4,1198,21,18,5,2
N Roy,C,VGK,1.35,0.00,-1.32,1786,23.2,1,17.2,3,3,0,15,,ANA,,ANA,,ARI,77,13,28,41,9,33,114,90,47,2,0,1,1,15:17,01:02,0,0,0,0,26,0,0
P Mrazek,G,CHI,3.62,0.00,-4.07,1778,31.8,12,8.8,3,0,3,14,@TBL,,@TBL,,@FLA,,56,0,0,0,0,0,0,0,0,0,0,0,0,56:18,00:00,160,90.7,1564,18,34,4,1
H Lindholm,D,BOS,2.67,0.00,0.81,1773,20.6,7,7.7,3,0,3,25,,@NJD,,@NJD,,@NYI,86,4,26,30,21,71,116,58,121,0,0,1,0,23:09,01:02,0,0,0,0,25,0,0
J Compher,W,DET,1.30,0.00,-1.53,1770,23.0,1,17.7,3,3,0,11,,CAR,,CAR,,CBJ,77,19,29,48,-5,34,107,45,62,0,0,5,2,19:23,01:52,0,0,0,0,29,0,0
I Samsonov,G,TOR,6.56,0.00,0.15,1764,39.2,7,6.0,4,2,2,24,MTL,,@OTT,@OTT,,WPG,45,0,1,1,0,0,0,0,0,0,0,0,0,57:20,00:00,134,89.0,1087,24,10,9,3
V Namestnikov,C,WPG,0.61,0.00,-1.42,1762,21.5,0,35.2,2,1,1,15,,CAL,,,,@TOR,82,12,26,38,14,39,99,95,51,0,0,3,1,14:21,00:53,0,0,0,0,27,0,0
R McDonagh,D,NSH,1.99,0.00,-1.23,1750,21.9,7,11.0,3,3,0,16,,CBJ,,CBJ,,CAR,80,3,30,33,18,37,98,45,154,1,1,0,0,21:56,00:28,0,0,0,0,29,0,0
K Marchenko,W,CBJ,2.05,0.00,1.55,1750,22.4,8,10.9,3,0,3,16,,@NSH,,@NSH,,@DET,78,23,19,42,-5,14,193,49,42,1,0,9,0,16:25,01:50,0,0,0,0,39,0,0
R Rakell,W,PIT,2.39,0.00,-0.27,1747,25.0,3,10.4,3,1,2,15,@PHI,,@PHI,,WSH,,70,15,22,37,4,22,164,107,47,2,0,4,0,16:31,01:30,0,0,0,0,27,0,0
